 no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, loan_status, movable_assets, immovable_assets,loan_to_income_ratio,assets_to_loan_ratio, cibil_category
0, Not Graduate, Yes,4200000,16400000,20,539, Rejected,14500000,11600000,3.9047619047619047,1.5914634146341464,Poor
5, Graduate, No,2600000,9100000,8,852, Approved,13600000,4400000,3.5,1.978021978021978,Excellent
3, Not Graduate, No,3700000,8500000,20,853, Approved,12400000,14000000,2.2972972972972974,3.1058823529411765,Excellent
0, Graduate, No,8800000,30900000,12,729, Approved,37100000,2400000,3.5113636363636362,1.27831715210356,Good
2, Not Graduate, No,2100000,4700000,2,546, Rejected,7200000,9200000,2.238095238095238,3.4893617021276597,Poor
3, Graduate, Yes,900000,2400000,10,489, Rejected,3300000,800000,2.6666666666666665,1.7083333333333333,Poor
3, Graduate, Yes,9800000,35400000,6,869, Approved,33100000,30800000,3.6122448979591835,1.805084745762712,Excellent
2, Not Graduate, No,8000000,20000000,2,502, Rejected,41500000,6300000,2.5,2.39,Poor
0, Graduate, No,9800000,38800000,8,652, Approved,35100000,42200000,3.9591836734693877,1.9922680412371134,Good
0, Not Graduate, Yes,300000,1100000,8,789, Approved,1200000,500000,3.6666666666666665,1.5454545454545454,Excellent
4, Not Graduate, No,2700000,8100000,4,325, Approved,13300000,5800000,3.0,2.3580246913580245,Poor
3, Graduate, Yes,7400000,19600000,2,716, Approved,33300000,13000000,2.6486486486486487,2.3622448979591835,Good
3, Graduate, No,9200000,34300000,18,523, Rejected,37900000,29600000,3.7282608695652173,1.967930029154519,Poor
5, Not Graduate, No,9500000,22200000,20,352, Rejected,37800000,24500000,2.336842105263158,2.8063063063063063,Poor
5, Graduate, Yes,3800000,14400000,2,345, Approved,17700000,4100000,3.789473684210526,1.5138888888888888,Poor
0, Graduate, No,8300000,19400000,18,649, Approved,35600000,18600000,2.3373493975903616,2.7938144329896906,Fair
2, Graduate, Yes,2800000,7400000,18,666, Approved,9700000,2400000,2.642857142857143,1.635135135135135,Good
0, Graduate, No,8600000,20900000,10,813, Approved,30800000,23200000,2.4302325581395348,2.583732057416268,Excellent
0, Not Graduate, No,5400000,16800000,10,599, Approved,22100000,12700000,3.111111111111111,2.0714285714285716,Fair
5, Graduate, Yes,4200000,9400000,6,678, Approved,15600000,10200000,2.238095238095238,2.74468085106383,Good
5, Not Graduate, No,5200000,12200000,20,513, Rejected,22200000,15400000,2.3461538461538463,3.081967213114754,Poor
5, Graduate, No,9400000,27900000,4,870, Approved,39900000,1300000,2.9680851063829787,1.4767025089605734,Excellent
3, Graduate, No,8800000,20400000,8,483, Rejected,40000000,14600000,2.3181818181818183,2.676470588235294,Poor
1, Graduate, Yes,5900000,16700000,16,308, Rejected,24400000,14600000,2.830508474576271,2.3353293413173652,Poor
3, Graduate, Yes,1700000,4900000,16,591, Approved,5700000,5700000,2.8823529411764706,2.326530612244898,Fair
1, Not Graduate, No,7000000,23000000,10,886, Approved,30300000,17700000,3.2857142857142856,2.0869565217391304,Excellent
4, Not Graduate, No,1700000,4000000,6,829, Approved,6900000,1600000,2.3529411764705883,2.125,Excellent
0, Not Graduate, No,1500000,4900000,12,651, Approved,5400000,4400000,3.2666666666666666,2.0,Good
4, Not Graduate, No,2000000,4700000,18,733, Approved,9800000,7400000,2.35,3.6595744680851063,Good
5, Graduate, Yes,3900000,15500000,12,433, Rejected,12500000,14900000,3.9743589743589745,1.767741935483871,Poor
1, Graduate, Yes,900000,3600000,14,713, Approved,3000000,2300000,4.0,1.4722222222222223,Good
1, Graduate, No,6900000,22500000,18,403, Rejected,23200000,9200000,3.260869565217391,1.44,Poor
0, Graduate, Yes,2800000,7800000,10,405, Rejected,10500000,10300000,2.7857142857142856,2.6666666666666665,Poor
3, Graduate, Yes,6800000,19900000,10,516, Rejected,34500000,22000000,2.926470588235294,2.8391959798994977,Poor
4, Not Graduate, Yes,600000,1800000,8,417, Rejected,2600000,2400000,3.0,2.7777777777777777,Poor
1, Not Graduate, No,4700000,14000000,6,468, Rejected,15200000,13100000,2.978723404255319,2.0214285714285714,Poor
5, Graduate, Yes,3000000,11800000,10,672, Approved,13900000,12300000,3.933333333333333,2.2203389830508473,Good
5, Not Graduate, No,4000000,13900000,6,530, Rejected,18500000,11600000,3.475,2.1654676258992804,Poor
1, Not Graduate, Yes,3100000,11300000,14,824, Approved,15400000,9700000,3.6451612903225805,2.2212389380530975,Excellent
1, Not Graduate, Yes,7700000,25500000,12,549, Rejected,27500000,28700000,3.311688311688312,2.203921568627451,Poor
5, Not Graduate, Yes,4300000,9300000,10,450, Rejected,14100000,8800000,2.1627906976744184,2.4623655913978495,Poor
1, Graduate, Yes,5800000,19500000,20,431, Rejected,18900000,18800000,3.3620689655172415,1.9333333333333333,Poor
3, Graduate, Yes,3600000,10700000,16,312, Rejected,18300000,3900000,2.9722222222222223,2.074766355140187,Poor
0, Not Graduate, Yes,2900000,7600000,8,320, Rejected,12700000,13600000,2.6206896551724137,3.460526315789474,Poor
0, Graduate, No,8800000,20200000,4,433, Rejected,42900000,20200000,2.2954545454545454,3.123762376237624,Poor
1, Not Graduate, Yes,300000,1000000,10,431, Rejected,1000000,900000,3.3333333333333335,1.9,Poor
5, Not Graduate, Yes,8600000,28900000,8,516, Rejected,37000000,11700000,3.36046511627907,1.685121107266436,Poor
2, Not Graduate, Yes,3500000,12000000,14,476, Rejected,15300000,7900000,3.4285714285714284,1.9333333333333333,Poor
5, Graduate, No,800000,2600000,6,560, Approved,4000000,300000,3.25,1.6538461538461537,Fair
2, Graduate, No,8000000,27100000,12,674, Approved,31700000,14800000,3.3875,1.7158671586715868,Good
0, Not Graduate, Yes,9900000,38200000,6,573, Approved,26000000,27200000,3.8585858585858586,1.3926701570680629,Fair
2, Not Graduate, No,3300000,6600000,6,331, Rejected,11600000,8300000,2.0,3.015151515151515,Poor
4, Graduate, Yes,2000000,6700000,12,633, Approved,6800000,900000,3.35,1.1492537313432836,Fair
3, Not Graduate, No,4900000,12900000,18,877, Approved,21200000,8800000,2.63265306122449,2.3255813953488373,Excellent
5, Not Graduate, Yes,9200000,23600000,12,656, Approved,41300000,12600000,2.5652173913043477,2.2838983050847457,Good
0, Not Graduate, No,7500000,18200000,6,782, Approved,23900000,19400000,2.4266666666666667,2.379120879120879,Excellent
5, Not Graduate, No,9000000,29300000,4,531, Approved,41300000,19900000,3.2555555555555555,2.0887372013651877,Poor
3, Not Graduate, No,1400000,4100000,8,455, Rejected,5000000,4400000,2.9285714285714284,2.292682926829268,Poor
3, Graduate, No,9600000,19900000,14,452, Rejected,35100000,20400000,2.0729166666666665,2.7889447236180906,Poor
2, Graduate, No,8400000,33200000,14,474, Rejected,36900000,34600000,3.9523809523809526,2.1536144578313254,Poor
3, Not Graduate, No,6400000,24400000,4,483, Approved,23600000,10200000,3.8125,1.3852459016393444,Poor
4, Graduate, No,5900000,16800000,8,481, Rejected,22800000,18300000,2.847457627118644,2.4464285714285716,Poor
2, Graduate, Yes,2200000,5100000,20,859, Approved,9500000,5000000,2.3181818181818183,2.843137254901961,Excellent
4, Graduate, Yes,5600000,14100000,14,696, Approved,23300000,18200000,2.517857142857143,2.9432624113475176,Good
4, Not Graduate, No,9800000,28700000,6,778, Approved,40800000,24000000,2.9285714285714284,2.2578397212543555,Excellent
4, Graduate, No,4400000,14600000,4,499, Approved,21800000,7800000,3.3181818181818183,2.0273972602739727,Poor
2, Not Graduate, Yes,2400000,4900000,4,888, Approved,8500000,10700000,2.0416666666666665,3.9183673469387754,Excellent
1, Graduate, No,4400000,10800000,12,674, Approved,22500000,12300000,2.4545454545454546,3.2222222222222223,Good
4, Graduate, No,3700000,13200000,4,802, Approved,16800000,12200000,3.5675675675675675,2.196969696969697,Excellent
4, Not Graduate, Yes,2300000,7800000,8,540, Rejected,7500000,4900000,3.391304347826087,1.5897435897435896,Poor
4, Graduate, Yes,5900000,19600000,8,726, Approved,28100000,24200000,3.3220338983050848,2.6683673469387754,Good
4, Not Graduate, Yes,6400000,23500000,2,485, Approved,27500000,10000000,3.671875,1.5957446808510638,Poor
4, Graduate, Yes,4900000,17100000,6,612, Approved,24500000,8300000,3.489795918367347,1.9181286549707601,Fair
3, Not Graduate, Yes,9500000,24200000,8,879, Approved,39100000,20300000,2.5473684210526315,2.4545454545454546,Excellent
2, Not Graduate, No,5700000,16400000,12,708, Approved,19400000,4500000,2.8771929824561404,1.4573170731707317,Good
2, Not Graduate, Yes,2700000,5700000,8,850, Approved,14400000,8500000,2.111111111111111,4.017543859649122,Excellent
2, Not Graduate, Yes,3900000,11300000,12,516, Rejected,15000000,3100000,2.8974358974358974,1.6017699115044248,Poor
0, Not Graduate, No,7800000,28800000,12,465, Rejected,36200000,12200000,3.6923076923076925,1.6805555555555556,Poor
0, Graduate, No,1100000,3200000,20,716, Approved,5100000,3200000,2.909090909090909,2.59375,Good
4, Not Graduate, No,200000,600000,10,404, Rejected,400000,100000,3.0,0.8333333333333334,Poor
0, Not Graduate, Yes,4700000,10600000,20,512, Rejected,19300000,12400000,2.25531914893617,2.990566037735849,Poor
3, Not Graduate, Yes,8200000,20600000,10,441, Rejected,35200000,27500000,2.5121951219512195,3.0436893203883497,Poor
2, Not Graduate, Yes,4600000,18400000,2,555, Approved,18400000,10100000,4.0,1.548913043478261,Fair
5, Not Graduate, No,1800000,7000000,18,466, Rejected,7900000,4700000,3.888888888888889,1.8,Poor
3, Graduate, Yes,3200000,8600000,2,427, Rejected,11800000,5700000,2.6875,2.0348837209302326,Poor
4, Not Graduate, Yes,5500000,20000000,14,593, Approved,24800000,17800000,3.6363636363636362,2.13,Fair
3, Graduate, No,7900000,18300000,10,731, Approved,30600000,7600000,2.3164556962025316,2.087431693989071,Good
1, Graduate, Yes,4000000,10100000,16,451, Rejected,18200000,10900000,2.525,2.881188118811881,Poor
3, Not Graduate, Yes,6800000,16900000,18,628, Approved,20500000,4500000,2.485294117647059,1.4792899408284024,Fair
1, Not Graduate, No,2700000,9400000,18,704, Approved,8800000,7600000,3.4814814814814814,1.7446808510638299,Good
2, Not Graduate, No,6800000,23500000,12,341, Rejected,22800000,31100000,3.4558823529411766,2.293617021276596,Poor
5, Graduate, No,8600000,21000000,8,465, Rejected,29400000,26600000,2.441860465116279,2.6666666666666665,Poor
4, Graduate, No,8000000,30100000,4,431, Approved,30300000,25700000,3.7625,1.8604651162790697,Poor
1, Graduate, Yes,3700000,12600000,10,424, Rejected,18600000,6500000,3.4054054054054053,1.992063492063492,Poor
0, Graduate, No,2600000,5100000,14,678, Approved,9100000,1700000,1.9615384615384615,2.1176470588235294,Good
4, Graduate, No,4200000,16800000,6,381, Rejected,20700000,13400000,4.0,2.0297619047619047,Poor
5, Graduate, Yes,8000000,28000000,10,449, Rejected,21300000,20000000,3.5,1.475,Poor
1, Not Graduate, No,7100000,23500000,12,768, Approved,29700000,18500000,3.3098591549295775,2.051063829787234,Excellent
0, Not Graduate, No,2000000,7000000,6,666, Rejected,5700000,1200000,3.5,0.9857142857142858,Good
4, Not Graduate, Yes,5800000,13300000,14,742, Approved,23300000,25400000,2.293103448275862,3.661654135338346,Good
3, Not Graduate, Yes,6700000,15800000,4,445, Rejected,23200000,18100000,2.3582089552238807,2.6139240506329116,Poor
2, Graduate, No,7300000,28700000,14,634, Approved,32000000,9700000,3.9315068493150687,1.4529616724738676,Fair
4, Not Graduate, No,3300000,9700000,14,782, Approved,12600000,2500000,2.9393939393939394,1.556701030927835,Excellent
0, Graduate, No,3000000,7000000,10,781, Approved,14400000,7800000,2.3333333333333335,3.1714285714285713,Excellent
4, Not Graduate, No,7900000,17200000,14,318, Rejected,32200000,23700000,2.1772151898734178,3.25,Poor
5, Not Graduate, No,7600000,24100000,18,721, Approved,30100000,33400000,3.1710526315789473,2.6348547717842323,Good
5, Not Graduate, No,3700000,9800000,4,563, Approved,14200000,14600000,2.6486486486486487,2.938775510204082,Fair
2, Not Graduate, No,8400000,26300000,4,419, Approved,35400000,30800000,3.130952380952381,2.517110266159696,Poor
0, Graduate, Yes,8200000,20800000,14,372, Rejected,31300000,3900000,2.5365853658536586,1.6923076923076923,Poor
0, Not Graduate, No,2900000,9500000,18,885, Approved,10000000,6600000,3.2758620689655173,1.7473684210526317,Excellent
1, Not Graduate, Yes,9900000,38400000,12,596, Approved,43300000,19300000,3.878787878787879,1.6302083333333333,Fair
0, Graduate, No,4400000,14100000,2,349, Approved,15000000,4600000,3.2045454545454546,1.3900709219858156,Poor
1, Not Graduate, Yes,9000000,32200000,16,468, Rejected,39500000,20900000,3.577777777777778,1.875776397515528,Poor
3, Not Graduate, Yes,6800000,26900000,16,818, Approved,33600000,25100000,3.9558823529411766,2.1821561338289963,Excellent
2, Not Graduate, No,8700000,28000000,12,543, Rejected,29600000,22900000,3.218390804597701,1.875,Poor
3, Graduate, No,9400000,21900000,16,685, Approved,39500000,13700000,2.3297872340425534,2.4292237442922375,Good
3, Not Graduate, Yes,6000000,12500000,18,851, Approved,21800000,19600000,2.0833333333333335,3.312,Excellent
1, Not Graduate, Yes,9400000,29800000,10,377, Rejected,42600000,42600000,3.1702127659574466,2.859060402684564,Poor
0, Not Graduate, Yes,1000000,4000000,10,620, Approved,4800000,3700000,4.0,2.125,Fair
3, Graduate, Yes,900000,2300000,20,611, Approved,2400000,2100000,2.5555555555555554,1.9565217391304348,Fair
4, Not Graduate, No,2100000,7700000,4,767, Approved,8200000,2900000,3.6666666666666665,1.4415584415584415,Excellent
5, Graduate, Yes,1100000,3200000,20,592, Approved,4000000,3900000,2.909090909090909,2.46875,Fair
0, Graduate, Yes,600000,2300000,4,319, Approved,3000000,2400000,3.8333333333333335,2.347826086956522,Poor
4, Not Graduate, Yes,9200000,25500000,10,900, Approved,40200000,19900000,2.7717391304347827,2.3568627450980393,Excellent
2, Not Graduate, Yes,3600000,12800000,18,814, Approved,14400000,12700000,3.5555555555555554,2.1171875,Excellent
5, Not Graduate, Yes,1300000,5000000,10,755, Approved,6700000,4300000,3.8461538461538463,2.2,Excellent
5, Graduate, Yes,7700000,16800000,20,584, Approved,31400000,13400000,2.1818181818181817,2.6666666666666665,Fair
4, Graduate, Yes,9500000,23500000,14,380, Rejected,32400000,29600000,2.473684210526316,2.6382978723404253,Poor
2, Not Graduate, Yes,5000000,17600000,20,465, Rejected,21700000,11400000,3.52,1.8806818181818181,Poor
0, Not Graduate, No,500000,1800000,2,531, Approved,2600000,1800000,3.6,2.4444444444444446,Poor
1, Graduate, Yes,8300000,32100000,16,814, Approved,36400000,21200000,3.8674698795180724,1.794392523364486,Excellent
0, Graduate, No,5300000,17900000,6,678, Approved,18000000,8600000,3.3773584905660377,1.4860335195530727,Good
2, Not Graduate, Yes,9300000,29000000,12,655, Approved,34800000,14700000,3.118279569892473,1.706896551724138,Good
3, Not Graduate, No,2300000,7400000,2,682, Approved,9700000,8900000,3.217391304347826,2.5135135135135136,Good
1, Not Graduate, No,400000,1300000,6,695, Approved,900000,700000,3.25,1.2307692307692308,Good
3, Not Graduate, No,3200000,10800000,4,833, Approved,11300000,3600000,3.375,1.3796296296296295,Excellent
5, Not Graduate, Yes,9400000,35300000,16,302, Rejected,49900000,16600000,3.75531914893617,1.8838526912181304,Poor
1, Graduate, No,2300000,6600000,2,357, Rejected,8200000,6100000,2.869565217391304,2.1666666666666665,Poor
5, Not Graduate, No,4300000,14500000,12,302, Rejected,17600000,16800000,3.372093023255814,2.372413793103448,Poor
0, Graduate, Yes,6200000,22400000,18,873, Approved,24000000,22300000,3.6129032258064515,2.0669642857142856,Excellent
0, Not Graduate, Yes,7200000,19800000,12,658, Approved,32300000,20800000,2.75,2.6818181818181817,Good
5, Graduate, Yes,2400000,8700000,18,877, Approved,8200000,5700000,3.625,1.5977011494252873,Excellent
3, Not Graduate, No,2900000,6300000,8,648, Approved,9000000,6800000,2.1724137931034484,2.507936507936508,Fair
1, Graduate, No,1400000,5200000,12,730, Approved,4400000,2900000,3.7142857142857144,1.4038461538461537,Good
4, Not Graduate, Yes,2200000,8200000,14,737, Approved,9600000,8600000,3.727272727272727,2.2195121951219514,Good
2, Graduate, Yes,800000,3200000,10,584, Rejected,2800000,200000,4.0,0.9375,Fair
0, Graduate, No,600000,1700000,2,621, Approved,2200000,800000,2.8333333333333335,1.7647058823529411,Fair
4, Graduate, Yes,700000,2700000,16,583, Approved,1700000,2300000,3.857142857142857,1.4814814814814814,Fair
2, Not Graduate, No,8400000,25900000,16,621, Approved,37700000,22000000,3.0833333333333335,2.305019305019305,Fair
2, Not Graduate, No,7100000,21500000,16,610, Approved,23500000,17900000,3.028169014084507,1.9255813953488372,Fair
4, Graduate, No,5400000,15700000,18,452, Rejected,23100000,16300000,2.9074074074074074,2.5095541401273884,Poor
5, Graduate, No,3700000,7300000,18,339, Rejected,19200000,9400000,1.972972972972973,3.9178082191780823,Poor
3, Graduate, Yes,5200000,15200000,16,650, Approved,17600000,7000000,2.923076923076923,1.618421052631579,Fair
4, Not Graduate, Yes,200000,700000,10,672, Approved,600000,400000,3.5,1.4285714285714286,Good
3, Graduate, No,500000,1000000,20,501, Rejected,1100000,1600000,2.0,2.7,Poor
2, Not Graduate, Yes,1800000,5700000,4,809, Approved,8700000,3100000,3.1666666666666665,2.0701754385964914,Excellent
5, Graduate, Yes,9200000,29400000,8,318, Rejected,39200000,23900000,3.1956521739130435,2.1462585034013606,Poor
4, Not Graduate, No,900000,3300000,10,649, Approved,3000000,400000,3.6666666666666665,1.0303030303030303,Fair
3, Not Graduate, No,7500000,28300000,12,367, Rejected,29700000,20500000,3.7733333333333334,1.773851590106007,Poor
5, Not Graduate, No,3000000,11800000,6,847, Approved,9400000,10400000,3.933333333333333,1.6779661016949152,Excellent
5, Graduate, No,7100000,18900000,12,360, Rejected,28300000,11800000,2.6619718309859155,2.121693121693122,Poor
